Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use
84,Acacia pennata,Acacia pennata,"[['None', 'Cardiovascular system'], ['leaf', 'Appetite stimulants'], ['aerial part', 'Hypotension'], ['None', 'Asthma'], ['bark', 'Antidotes'], ['bark', 'Dental caries'], ['bark', 'Diarrhea'], ['stem', 'Fishes, poisonous'], ['fruit', 'Fishes, poisonous'], ['bark', 'Snake bites'], ['leaf', 'Headache'], ['leaf', 'Periodontal diseases'], ['seed', 'Periodontal diseases'], ['leaf', 'Dyspepsia'], ['root', 'Rickets'], ['leaf', 'Dental caries'], ['leaf', 'Pain'], ['leaf', 'Hematologic diseases'], ['leaf', 'Fever'], ['leaf', 'Digestive system diseases']]"
85,Acacia planifrons,Acacia planifrons,"[['aerial part', 'Diuretics'], ['whole plant', 'Diuretics']]"
87,Acacia polyacantha,Acacia polyacantha,"[['fruit', 'Urologic diseases'], ['bark', 'Pharyngitis'], ['bark', 'Toothache'], ['bark', 'Astringents'], ['leaf', 'Astringents'], ['leaf', 'Diarrhea'], ['wood', 'Hematologic diseases'], ['None', 'Antineoplastic agents'], ['None', 'Ulcer'], ['leaf', 'Dysentery']]"
93,Acacia raddiana,Acacia tortilis,"[['whole plant', 'Cardiovascular system'], ['root', 'Antiviral agents'], ['whole plant', 'Diuretics'], ['aerial part', 'Antiviral agents']]"
97,Acacia senegal,Acacia senegal,"[['stem', 'Anti-inflammatory agents'], ['flower', 'Eye diseases'], ['plant exudate', 'Burns'], ['bark', 'Anti-inflammatory agents'], ['bark', 'Apnea'], ['None', 'Diarrhea'], ['None', 'Demulcents'], ['stem', 'Parasympatholytics'], ['None', 'Common cold'], ['root', 'Dysentery'], ['root', 'Gonorrhea'], ['root', 'Cough'], ['plant exudate', 'Fissure of nipple'], ['plant exudate', 'Inflammation'], ['plant exudate', 'Hemorrhage'], ['plant exudate', 'Emollients'], ['plant exudate', 'Demulcents'], ['root', 'Leprosy, lepromatous']]"
98,Acacia sinuata,Acacia sinuata,"[['bark', 'Spermatocidal agents'], ['bark', 'Leprosy'], ['bark', 'Hemagglutination'], ['bark', 'Diuretics'], ['aerial part', 'Parasympatholytics'], ['bark', 'Anemia, hemolytic'], ['fruit', 'Anthelmintics'], ['fruit', 'Vomiting'], ['None', 'Prurigo'], ['bark', 'Antifungal agents'], ['fruit', 'Antinematodal agents'], ['fruit', 'Emetics'], ['fruit', 'Dandruff'], ['leaf', 'Jaundice'], ['fruit', 'Skin diseases'], ['fruit', 'Expectorants'], ['fruit', 'Hair diseases'], ['fruit', 'Histamine antagonists'], ['fruit', 'Insecticides'], ['fruit', 'Laxatives'], ['fruit', 'Cathartics'], ['fruit', 'Lice infestations'], ['fruit', 'Molluscacides'], ['fruit', 'Hair loss'], ['leaf', 'Laxatives'], ['leaf', 'Cathartics'], ['aerial part', 'Diuretics'], ['None', 'Urination disorders'], ['None', 'Vitiligo'], ['None', 'Urinary bladder calculi'], ['aerial part', 'Hypotension'], ['leaf', 'Malaria'], ['leaf', 'Vomiting'], ['seed', 'Hair loss'], ['seed', 'Hair diseases'], ['seed', 'Immunosuppressive agents'], ['whole plant', 'Antifungal agents'], ['whole plant', 'Cardiovascular system'], ['None', 'Deobstruent'], ['whole plant', 'Hemagglutination'], ['whole plant', 'Diuretics'], ['None', 'Laxatives'], ['None', 'Hemorrhage'], ['None', 'Expectorants'], ['None', 'Erysipelas'], ['None', 'Leprosy'], ['None', 'Diuretics'], ['None', 'Antiemetics'], ['None', 'Anthelmintics'], ['None', 'Abscess'], ['None', 'Eczema']]"
102,Acacia torta,Acacia torta,"[['bark', 'Cardiovascular system'], ['leaf', 'Headache'], ['None', 'Antidotes'], ['whole plant', 'Apnea'], ['stem', 'Whooping cough'], ['bark', 'Headache'], ['bark', 'Whooping cough'], ['bark', 'Skin diseases'], ['None', 'Cardiovascular system'], ['None', 'Epilepsy'], ['None', 'Measles'], ['None', 'Cough'], ['None', 'Menstruation disturbances'], ['None', 'Scorpion stings'], ['None', 'Whooping cough'], ['None', 'Fistula'], ['None', 'Bronchitis']]"
106,Acalypha australis,Acalypha australis,"[['whole plant', 'Dysentery'], ['whole plant', 'Dermatitis'], ['whole plant', 'Cough'], ['whole plant', 'Diarrhea'], ['leaf', 'Snake bites'], ['whole plant', 'Epistaxis'], ['whole plant', 'Tuberculosis, lymph node'], ['whole plant', 'Inflammation']]"
109,Acalypha fruticosa,Acalypha fruticosa,"[['leaf', 'Cholera'], ['leaf', 'Dyspepsia'], ['leaf', 'Abdominal pain'], ['leaf', 'Acne vulgaris'], ['leaf', 'Appetite stimulants'], ['leaf', 'Colic'], ['leaf', 'Diarrhea'], ['leaf', 'Endophthalmitis'], ['root', 'Abdominal pain'], ['root', 'Appetite stimulants'], ['root', 'Digestive system diseases'], ['root', 'Gonorrhea'], ['root', 'Ulcer'], ['leaf', 'Digestive system diseases']]"
110,Acalypha hispida,Acalypha hispida,"[['seed', 'Ulcer'], ['stem', 'Insecticides'], ['leaf', 'Insecticides'], ['leaf', 'Ulcer'], ['leaf', 'Antifungal agents'], ['flower', 'Diarrhea'], ['leaf', 'Antiprotozoal agents']]"
111,Acalypha indica,Acalypha indica,"[['leaf', 'Myiasis'], ['stem', 'Insecticides'], ['leaf', 'Anti-infective agents, local'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Appetite stimulants'], ['leaf', 'Arthritis'], ['leaf', 'Asthma'], ['leaf', 'Bronchitis'], ['leaf', 'Burns'], ['leaf', 'Cardiotonic agents'], ['leaf', 'Cathartics'], ['leaf', 'Dyspnea'], ['leaf', 'Ear diseases'], ['leaf', 'Earache'], ['leaf', 'Expectorants'], ['leaf', 'Eye diseases'], ['leaf', 'Jugular veins'], ['leaf', 'Laxatives'], ['root', 'Ulcer'], ['leaf', 'Nasal disease'], ['leaf', 'Cough'], ['leaf', 'Anti-bacterial agents'], ['root', 'Respiratory tract infections'], ['root', 'Snake bites'], ['leaf', 'Wounds and injuries'], ['leaf', 'Respiratory tract infections'], ['leaf', 'Scabies'], ['leaf', 'Skin diseases'], ['leaf', 'Respiratory sounds (Wheezing)'], ['leaf', 'Skin diseases, infectious'], ['leaf', 'Snake bites'], ['leaf', 'Stomach ulcer'], ['leaf', 'Tuberculosis'], ['leaf', 'Pressure ulcer'], ['leaf', 'Ulcer'], ['leaf', 'Rheumatoid arthritis'], ['root', 'Bronchitis'], ['root', 'Cathartics'], ['root', 'Earache'], ['root', 'Laxatives'], ['root', 'Malaria'], ['root', 'Scorpion stings'], ['root', 'Skin diseases'], ['leaf', 'Pneumonia'], ['None', 'Headache'], ['whole plant', 'Anthelmintics'], ['leaf', 'Emetics'], ['None', 'Diuretics'], ['whole plant', 'Asthma'], ['whole plant', 'Bronchitis'], ['whole plant', 'Cathartics'], ['whole plant', 'Common cold'], ['whole plant', 'Constipation'], ['whole plant', 'Contraceptive agents'], ['whole plant', 'Cough'], ['whole plant', 'Digestive system diseases'], ['whole plant', 'Diuretics'], ['whole plant', 'Arthritis'], ['whole plant', 'Earache'], ['whole plant', 'Expectorants'], ['whole plant', 'Flatulence'], ['whole plant', 'Gastrointestinal diseases'], ['whole plant', 'Laxatives'], ['whole plant', 'Pneumonia'], ['None', 'Cathartics'], ['whole plant', 'Tuberculosis, pulmonary'], ['leaf', 'Antifungal agents'], ['flower', 'Diarrhea'], ['whole plant', 'Emetics'], ['None', 'Asthma'], ['whole plant', 'Toothache'], ['None', 'Bronchitis'], ['None', 'Earache'], ['None', 'Emaciation'], ['None', 'Emetics'], ['None', 'Exanthema'], ['None', 'Expectorants'], ['whole plant', 'Antirheumatic agents'], ['None', 'Fractures, bone'], ['None', 'Gastrointestinal diseases'], ['None', 'Hemoptysis'], ['leaf', 'Analgesics'], ['None', 'Jaundice'], ['None', 'Myiasis'], ['None', 'Pneumonia'], ['None', 'Pressure ulcer'], ['None', 'Scabies'], ['None', 'Skin diseases'], ['None', 'Toothache'], ['None', 'Tuberculosis, pulmonary'], ['None', 'Cough'], ['None', 'Hemorrhage']]"
116,Acalypha wilkesiana,Acalypha wilkesiana,"[['leaf', 'Anti-infective agents']]"
119,Acampe praemorsa,Acampe praemorsa,"[['leaf', 'Fractures, bone'], ['leaf', 'Antirheumatic agents'], ['root', 'Antirheumatic agents'], ['None', 'Anti-bacterial agents'], ['None', 'Antirheumatic agents'], ['None', 'Typhoid fever'], ['leaf', 'General tonic for rejuvenation']]"
127,Acanthospermum hispidum,Acanthospermum hispidum,"[['leaf', 'Antifungal agents'], ['fruit', 'Cough'], ['fruit', 'Eczema'], ['fruit', 'Hematuria'], ['fruit', 'Pneumonia'], ['leaf', 'Anti-bacterial agents'], ['fruit', 'Antipyretics'], ['leaf', 'Fever'], ['whole plant', 'Dermatologic agents'], ['None', 'Anti-bacterial agents'], ['None', 'Antifungal agents'], ['None', 'Skin diseases'], ['fruit', 'Menstruation disturbances']]"
129,Acanthus ilicifolius,Acanthus ilicifolius,"[['root', 'Expectorants'], ['shoot', 'Snake bites'], ['leaf', 'Antiviral agents'], ['leaf', 'Biliary tract diseases'], ['leaf', 'Headache'], ['leaf', 'Leishmaniasis'], ['leaf', 'Neuralgia'], ['flower', 'Antiviral agents'], ['root', 'Paralysis'], ['leaf', 'Skin diseases'], ['root', 'Leukorrhea'], ['leaf', 'Antirheumatic agents'], ['root', 'Asthma'], ['root', 'Asthenia'], ['root', 'Antiviral agents'], ['aerial part', 'Anti-inflammatory agents'], ['leaf', 'Snake bites'], ['root', 'Toothache'], ['aerial part', 'Diuretics'], ['whole plant', 'Analgesics'], ['whole plant', 'Dyspepsia'], ['None', 'Antirheumatic agents'], ['None', 'Asthenia'], ['None', 'Asthma'], ['None', 'Biliary tract diseases'], ['None', 'Edema'], ['None', 'Dyspepsia'], ['None', 'Cough'], ['None', 'Emollients'], ['None', 'Expectorants'], ['None', 'Leukorrhea'], ['None', 'Neuralgia'], ['None', 'Paralysis'], ['None', 'Diuretics'], ['whole plant', 'Anti-inflammatory agents'], ['whole plant', 'Asthma']]"
132,Acca sellowiana,Acca sellowiana,"[['fruit', 'Thyrotoxicosis']]"
134,Acer caesium,Acer caesium,"[['wood', 'Skin diseases'], ['bark', 'Furunculosis'], ['wood', 'Wounds and injuries'], ['bark', 'Inflammation'], ['bark', 'Acne vulgaris']]"
141,Acer negundo,Acer negundo,"[['leaf', 'Sarcoma'], ['stem', 'Sarcoma'], ['None', 'Antineoplastic agents']]"
142,Acer oblongum,Acer oblongum,"[['None', 'Central nervous system diseases']]"
150,Achillea millefolium,Achillea millefolium,"[['stem', 'Parasympatholytics'], ['whole plant', 'General tonic for rejuvenation'], ['whole plant', 'Toothache'], ['None', 'Malaria'], ['whole plant', 'Parasympatholytics'], ['whole plant', 'Mucus discharge'], ['whole plant', 'Astringents'], ['whole plant', 'Anti-bacterial agents'], ['whole plant', 'Anti-inflammatory agents'], ['whole plant', 'Whitlows'], ['stem', 'Toothache'], ['stem', 'Spasm'], ['stem', 'Anti-arrhythmia agents'], ['whole plant', 'Antirheumatic agents'], ['aerial part', 'Anti-inflammatory agents'], ['None', 'Astringents'], ['flower', 'Antineoplastic agents'], ['whole plant', 'Diaphoretic'], ['None', 'Antineoplastic agents'], ['None', 'Antipyretics'], ['seed', 'Anthelmintics'], ['None', 'Colic'], ['None', 'Common cold'], ['aerial part', 'Anti-infective agents'], ['None', 'Dysentery'], ['None', 'Gastritis'], ['None', 'Hemorrhoids'], ['None', 'Hyperhidrosis'], ['None', 'Liver diseases'], ['aerial part', 'Dermatitis, seborrheic'], ['aerial part', 'Hair diseases'], ['None', 'Fever'], ['root', 'Dysentery'], ['flower', 'Anti-inflammatory agents'], ['leaf', 'Ear diseases'], ['None', 'Diaphoretic'], ['None', 'Toothache'], ['None', 'Mosquito control'], ['None', 'Skin diseases'], ['None', 'General tonic for rejuvenation'], ['flower', 'Eye pain'], ['whole plant', 'Edema'], ['whole plant', 'Epilepsy'], ['leaf', 'Toothache'], ['whole plant', 'Fever'], ['whole plant', 'Flatulence'], ['whole plant', 'Gastrointestinal agents'], ['whole plant', 'Heartburn'], ['whole plant', 'Earache'], ['whole plant', 'Hematuria'], ['whole plant', 'Epistaxis'], ['whole plant', 'Hemostatics'], ['whole plant', 'Hemorrhage'], ['flower', 'Liver diseases'], ['flower', 'Hemorrhoids'], ['flower', 'Fibrinolytic agents'], ['whole plant', 'Burns'], ['whole plant', 'Colic'], ['flower', 'Common cold'], ['whole plant', 'Hemoptysis'], ['whole plant', 'Menstruation-inducing agents'], ['whole plant', 'Menstruation disturbances'], ['whole plant', 'Hysteria'], ['whole plant', 'Hypotension'], ['whole plant', 'Hyperpigmentation'], ['whole plant', 'Common cold']]"
153,Achyranthes aspera,Achyranthes aspera,"[['leaf', 'Bites and stings'], ['leaf', 'Ear diseases'], ['leaf', 'Bronchitis'], ['leaf', 'Breast diseases'], ['leaf', 'Blister'], ['leaf', 'Asthma'], ['fruit', 'Anti-infective agents'], ['leaf', 'Abdominal pain'], ['fruit', 'Urinary tract infections'], ['fruit', 'Rabies'], ['fruit', 'Cough'], ['fruit', 'Bites and stings'], ['leaf', 'Antipyretics'], ['leaf', 'Dysmenorrhea'], ['root', 'Constipation'], ['None', 'Vomiting'], ['flower', 'Rabies'], ['root', 'Colic'], ['root', 'Cataract'], ['leaf', 'Dysentery'], ['leaf', 'Cardiovascular system'], ['leaf', 'Cataract'], ['None', 'Uterine hemorrhage'], ['leaf', 'Central nervous system diseases'], ['leaf', 'Diarrhea'], ['leaf', 'Diuretics'], ['None', 'Depurative'], ['root', 'Cardiotonic agents'], ['None', 'Wound healing'], ['None', 'Whooping cough'], ['leaf', 'Cough'], ['flower', 'Menorrhagia'], ['plant exudate', 'Tetanus'], ['bark', 'Hypolipidemic agents'], ['root', 'Periodontal diseases'], ['leaf', 'Hemorrhoids'], ['leaf', 'Hepatomegaly'], ['leaf', 'Hyperhidrosis'], ['leaf', 'Insect bites and stings'], ['leaf', 'Leprosy'], ['leaf', 'Low back pain'], ['leaf', 'Lung diseases'], ['leaf', 'Malaria'], ['leaf', 'Menstruation disturbances'], ['leaf', 'Rickettsia'], ['leaf', 'Scorpion stings'], ['leaf', 'Snake bites'], ['leaf', 'Typhoid fever'], ['flower', 'Cough'], ['leaf', 'Urination disorders'], ['leaf', 'Wounds and injuries'], ['root', 'Abdominal neoplasms'], ['root', 'Abdominal pain'], ['root', 'Acne vulgaris'], ['root', 'Anti-infective agents, local'], ['root', 'Antipyretics'], ['root', 'Asthma'], ['root', 'Astringents'], ['root', 'Burns'], ['leaf', 'Toothache'], ['leaf', 'Eye drops'], ['leaf', 'Eye diseases'], ['leaf', 'Eczema'], ['aerial part', 'Parasympatholytics'], ['leaf', 'Vitiligo'], ['root', 'Periodontitis'], ['leaf', 'Wasp sting'], ['root', 'Pruritus'], ['root', 'Dandruff'], ['root', 'Deafness'], ['root', 'Dental caries'], ['root', 'Diarrhea'], ['root', 'Digestive system diseases'], ['root', 'Diuretics'], ['root', 'Disorder of ejaculation'], ['root', 'Fever'], ['root', 'Fistula'], ['root', 'Flatulence'], ['root', 'Galactogogues'], ['root', 'Hair diseases'], ['root', 'Headache'], ['root', 'Migraine disorders'], ['root', 'Cough'], ['root', 'Menstruation disturbances'], ['root', 'Lymphadenitis'], ['root', 'Liver diseases'], ['root', 'Leprosy'], ['root', 'Neurotic disorders'], ['root', 'Labor pain'], ['root', 'Hypotension'], ['root', 'Hemostasis'], ['root', 'Hemorrhoids'], ['root', 'Hemorrhage'], ['root', 'Hematologic diseases'], ['root', 'Heart diseases'], ['root', 'Kidney diseases'], ['root', 'Scorpion stings'], ['leaf', 'Hemorrhage'], ['root', 'Malaria'], ['root', 'Corneal opacity'], ['root', 'Corneal diseases'], ['root', 'Contraceptive agents'], ['root', 'Rabies'], ['root', 'Rickettsia'], ['root', 'Snake bites'], ['root', 'Stomach diseases'], ['root', 'Stomatitis, aphthous'], ['root', 'Syphilis'], ['root', 'Tonsillitis'], ['root', 'Tooth diseases'], ['root', 'Toothache'], ['root', 'Ulcer'], ['root', 'Vitiligo'], ['root', 'Vomiting'], ['root', 'Whooping cough'], ['seed', 'Laxatives'], ['seed', 'Hemorrhoids'], ['seed', 'Gonorrhea'], ['seed', 'Emetics'], ['root', 'Neoplasms'], ['root', 'Otitis media'], ['seed', 'Rabies'], ['seed', 'Cardiotonic agents'], ['root', 'Wound healing'], ['root', 'Wounds and injuries'], ['root', 'Postnatal care'], ['seed', 'Asthma'], ['seed', 'Bites and stings'], ['seed', 'Bronchitis'], ['seed', 'Cathartics'], ['root', 'Pain'], ['seed', 'Diarrhea'], ['seed', 'Diuretics'], ['seed', 'Astringents'], ['leaf', 'Gonorrhea'], ['leaf', 'Fever'], ['seed', 'Leprosy'], ['seed', 'Whooping cough'], ['shoot', 'Antifungal agents'], ['stem', 'Abortifacient agents'], ['stem', 'Arthritis'], ['stem', 'Bronchitis'], ['stem', 'Cough'], ['stem', 'Diuretics'], ['stem', 'Dysmenorrhea'], ['stem', 'Eczema'], ['stem', 'Hemorrhoids'], ['stem', 'Lung diseases'], ['whole plant', 'Colic'], ['stem', 'Malaria'], ['stem', 'Periodontitis'], ['seed', 'Vomiting'], ['stem', 'Scorpion stings'], ['stem', 'Toothache'], ['stem', 'Wounds and injuries'], ['whole plant', 'Abdominal pain'], ['whole plant', 'Allergens'], ['whole plant', 'Whooping cough'], ['whole plant', 'Anti-infective agents'], ['whole plant', 'Anti-inflammatory agents'], ['whole plant', 'Anti-obesity agents'], ['whole plant', 'Antipruritics'], ['whole plant', 'Ascites'], ['whole plant', 'Asthma'], ['stem', 'Periodontal diseases'], ['None', 'Abdominal pain'], ['None', 'Ascites'], ['stem', 'Snake bites'], ['seed', 'Snake bites'], ['seed', 'Skin diseases'], ['whole plant', 'Bronchitis'], ['whole plant', 'Hematologic diseases'], ['whole plant', 'Helminthiasis'], ['whole plant', 'Edema'], ['whole plant', 'Graves ophthalmopathy'], ['whole plant', 'Gonorrhea'], ['whole plant', 'Fistula'], ['whole plant', 'Hemorrhage'], ['whole plant', 'Dyspepsia'], ['whole plant', 'Dysentery'], ['whole plant', 'Heart diseases'], ['whole plant', 'Hemorrhoids'], ['whole plant', 'Nephritis'], ['whole plant', 'Hypoglycemic agents'], ['whole plant', 'Vomiting'], ['whole plant', 'Uterine contraction'], ['whole plant', 'Urinary bladder calculi'], ['whole plant', 'Tuberculosis, lymph node'], ['whole plant', 'Anemia'], ['whole plant', 'Cough'], ['whole plant', 'Hypercholesterolemia'], ['whole plant', 'Kidney calculi'], ['whole plant', 'Laxatives'], ['whole plant', 'Leprosy'], ['None', 'Analgesics'], ['whole plant', 'Lymphadenitis'], ['whole plant', 'Pain'], ['whole plant', 'Pneumonia'], ['whole plant', 'Pruritus'], ['whole plant', 'Skin diseases'], ['whole plant', 'Sleep initiation and maintenance disorders'], ['whole plant', 'Stomach diseases'], ['whole plant', 'Diuretics'], ['None', 'Furunculosis'], ['leaf', 'Furunculosis'], ['None', 'Heart diseases'], ['None', 'Anti-inflammatory agents'], ['None', 'Antipruritics'], ['None', 'Antirheumatic agents'], ['None', 'Appetite stimulants'], ['None', 'Asthenia'], ['None', 'Asthma'], ['None', 'Astringents'], ['None', 'Atrophy'], ['None', 'Bronchitis'], ['None', 'Cachexia'], ['None', 'Cardiovascular diseases'], ['None', 'Fistula'], ['None', 'Cardiovascular system'], ['None', 'Central nervous system diseases'], ['None', 'Anti-bacterial agents'], ['None', 'Headache'], ['None', 'Demulcents'], ['None', 'Diarrhea'], ['None', 'Digestive system diseases'], ['None', 'Diuretics'], ['None', 'Dysentery'], ['None', 'Dyspepsia'], ['None', 'Edema'], ['seed', 'Scorpion stings'], ['None', 'Exanthema'], ['None', 'Expectorants'], ['None', 'Eye diseases'], ['None', 'Cathartics'], ['None', 'Endophthalmitis'], ['seed', 'Nephritis'], ['None', 'Colic'], ['None', 'Anthelmintics'], ['None', 'Cough'], ['None', 'Fever'], ['None', 'Anemia'], ['None', 'Helminthiasis'], ['None', 'Hematologic diseases'], ['None', 'Hemorrhoids'], ['None', 'Hypohidrosis'], ['None', 'Infertility'], ['None', 'Inflammation'], ['None', 'Counterirritant'], ['None', 'Urination disorders'], ['None', 'Urinary bladder calculi'], ['None', 'Kidney diseases'], ['None', 'Tranquilizing agents'], ['None', 'Tooth diseases'], ['None', 'Snake bites'], ['None', 'Skin diseases'], ['None', 'Fractures, bone'], ['None', 'Laxatives'], ['None', 'Flatulence'], ['None', 'Abortifacient agents'], ['None', 'Syphilis'], ['None', 'Scabies'], ['None', 'Leprosy'], ['None', 'Liver diseases'], ['None', 'Lung diseases'], ['None', 'Malaria'], ['None', 'Neoplasms'], ['None', 'Nephritis'], ['None', 'Oxytocics'], ['None', 'Pneumonia'], ['None', 'Pregnancy complications'], ['None', 'Menstruation-inducing agents']]"
158,Achyranthes bidentata,Achyranthes bidentata,"[['root', 'Abortifacient agents'], ['root', 'Migraine disorders'], ['root', 'Pneumonia'], ['root', 'Gastritis'], ['leaf', 'Pneumonia'], ['leaf', 'Abortifacient agents'], ['leaf', 'Edema'], ['leaf', 'Cholera'], ['root', 'Tonsillitis'], ['whole plant', 'Apnea'], ['leaf', 'Exanthema'], ['None', 'Astringents'], ['leaf', 'Blister'], ['None', 'Anti-bacterial agents'], ['None', 'Blister'], ['None', 'Cholera'], ['None', 'Cough'], ['None', 'Diuretics'], ['None', 'Exanthema'], ['None', 'Parasympatholytics'], ['None', 'Tuberculosis, lymph node'], ['None', 'Whooping cough'], ['root', 'Contraceptive agents'], ['whole plant', 'Snake bites']]"
164,Aconitum bisma,Aconitum palmatum,"[['root', 'Diarrhea'], ['root', 'Inflammatory bowel diseases'], ['root', 'Rheumatic diseases'], ['root', 'Wounds and injuries'], ['root', 'General tonic for rejuvenation'], ['None', 'Gastrointestinal diseases'], ['root', 'Vomiting'], ['root', 'Antirheumatic agents'], ['root', 'Antiperiodic']]"
