,Plant_Id,Scientific_name,Plant_Name_Mapped,Plant_Use,Kingdom,Family,Group,Common_Name,Synonymous_names,System_of_medicine
21,65,Acacia jacquemontii,Acacia jacquemontii,"[['None', 'General tonic for rejuvenation'], ['None', 'Astringents']]",Plantae,Leguminosae,Angiosperms,,Acacia jacquemontii,Siddha
22,66,Acacia lenticularis,Acacia lenticularis,"[['seed', 'Agglutination']]",Plantae,Leguminosae,Angiosperms,,"Acacia lenticularis, Acacia lentricularis",
23,67,Acacia leucophloea,Acacia leucophloea,"[['None', 'Bronchitis'], ['None', 'Aphrodisiacs'], ['None', 'Antipyretics'], ['None', 'Antipruritics'], ['None', 'Anti-bacterial agents'], ['None', 'Anthelmintics'], ['wood', 'Anti-bacterial agents'], ['plant exudate', 'Furunculosis'], ['root', 'General tonic for rejuvenation'], ['root', 'Abortifacient agents'], ['plant exudate', 'Ulcer'], ['None', 'Cardiovascular system'], ['plant exudate', 'Demulcents'], ['leaf', 'Syphilis'], ['bark', 'Wound healing'], ['bark', 'Vomiting'], ['bark', 'Ulcer'], ['seed', 'Hemagglutination'], ['None', 'Cough'], ['None', 'Erysipelas'], ['None', 'Dental caries'], ['None', 'Wound healing'], ['None', 'Vomiting'], ['None', 'Vitiligo'], ['None', 'Ulcer'], ['None', 'Syphilis'], ['None', 'Stomatitis'], ['None', 'Skin diseases'], ['None', 'Rectal prolapse'], ['None', 'Oral ulcer'], ['None', 'Demulcents'], ['None', 'Leprosy'], ['None', 'Inflammation'], ['None', 'Infection'], ['None', 'Hemostatics'], ['None', 'Hemorrhage'], ['None', 'Fever'], ['None', 'Expectorants'], ['bark', 'Toothache'], ['None', 'Dysentery'], ['None', 'Diarrhea'], ['None', 'Insecticides'], ['bark', 'Syphilis'], ['bark', 'Oral ulcer'], ['bark', 'Snake bites'], ['bark', 'Furunculosis'], ['aerial part', 'Central nervous system depressants'], ['bark', 'Hemostatics'], ['bark', 'Stomatitis'], ['bark', 'Skin diseases'], ['bark', 'Scabies'], ['bark', 'Rectal prolapse'], ['bark', 'Periodontal diseases'], ['None', 'Wounds and injuries'], ['bark', 'Leprosy'], ['bark', 'Hematologic diseases'], ['bark', 'Erysipelas'], ['bark', 'Dysentery'], ['bark', 'Diarrhea'], ['bark', 'Bronchitis'], ['bark', 'Astringents'], ['bark', 'Asthma'], ['bark', 'Antipruritics'], ['aerial part', 'Hypotension']]",Plantae,Leguminosae,Angiosperms,,"Acacia leucophloea, Acacia alba, Acacia leucophioca, Acacia leucophioea, Acacia leucophloeu","Ayurveda, Siddha, Unani"
24,71,Acacia mearnsii,Acacia mearnsii,"[['bark', 'Hypotension'], ['bark', 'Cardiovascular system'], ['bark', 'Diuretics'], ['wood', 'Skin diseases']]",Plantae,Leguminosae,Angiosperms,Black Wattle,Acacia mearnsii,
25,73,Acacia melanoxylon,Acacia melanoxylon,"[['seed', 'Hypercholesterolemia'], ['seed', 'Hypoglycemic agents']]",Plantae,Leguminosae,Angiosperms,Australian Blackwood,Acacia melanoxylon,
26,75,Acacia modesta,Acacia modesta,"[['plant exudate', 'General tonic for rejuvenation'], ['seed', 'Insulin regulation']]",Plantae,Leguminosae,Angiosperms,,Acacia modesta,
27,84,Acacia pennata,Acacia pennata,"[['leaf', 'Hematologic diseases'], ['aerial part', 'Hypotension'], ['None', 'Asthma'], ['leaf', 'Pain'], ['leaf', 'Dental caries'], ['root', 'Rickets'], ['leaf', 'Dyspepsia'], ['seed', 'Periodontal diseases'], ['leaf', 'Periodontal diseases'], ['leaf', 'Digestive system diseases'], ['bark', 'Snake bites'], ['leaf', 'Appetite stimulants'], ['fruit', 'Fishes, poisonous'], ['stem', 'Fishes, poisonous'], ['bark', 'Diarrhea'], ['bark', 'Dental caries'], ['bark', 'Antidotes'], ['None', 'Cardiovascular system'], ['leaf', 'Fever'], ['leaf', 'Headache']]",Plantae,Leguminosae,Angiosperms,,Acacia pennata,"Ayurveda, Siddha"
28,85,Acacia planifrons,Acacia planifrons,"[['aerial part', 'Diuretics'], ['whole plant', 'Diuretics']]",Plantae,Leguminosae,Angiosperms,,"Acacia planifrons, Acacia planiforms",
29,87,Acacia polyacantha,Acacia polyacantha,"[['None', 'Ulcer'], ['None', 'Antineoplastic agents'], ['wood', 'Hematologic diseases'], ['leaf', 'Dysentery'], ['leaf', 'Diarrhea'], ['leaf', 'Astringents'], ['bark', 'Astringents'], ['bark', 'Pharyngitis'], ['fruit', 'Urologic diseases'], ['bark', 'Toothache']]",Plantae,Leguminosae,Angiosperms,,"Acacia suma, Acacia polycantha, Acacia polyacantha","Ayurveda, Siddha, Sowa Rigpa, Unani"
30,93,Acacia raddiana,Acacia tortilis,"[['whole plant', 'Diuretics'], ['aerial part', 'Antiviral agents'], ['root', 'Antiviral agents'], ['whole plant', 'Cardiovascular system']]",Plantae,Leguminosae,Angiosperms,,"Acacia raddiana, Acacia tortilis, Acacia spirocarpa, Acacia tortulis",
31,97,Acacia senegal,Acacia senegal,"[['root', 'Gonorrhea'], ['None', 'Diarrhea'], ['None', 'Demulcents'], ['None', 'Common cold'], ['stem', 'Parasympatholytics'], ['bark', 'Apnea'], ['flower', 'Eye diseases'], ['root', 'Leprosy, lepromatous'], ['plant exudate', 'Burns'], ['plant exudate', 'Emollients'], ['plant exudate', 'Hemorrhage'], ['stem', 'Anti-inflammatory agents'], ['plant exudate', 'Fissure of nipple'], ['root', 'Cough'], ['root', 'Dysentery'], ['plant exudate', 'Demulcents'], ['plant exudate', 'Inflammation'], ['bark', 'Anti-inflammatory agents']]",Plantae,Leguminosae,Angiosperms,,Acacia senegal,Ayurveda
32,98,Acacia sinuata,Acacia sinuata,"[['fruit', 'Molluscacides'], ['None', 'Urinary bladder calculi'], ['aerial part', 'Hypotension'], ['aerial part', 'Parasympatholytics'], ['bark', 'Anemia, hemolytic'], ['bark', 'Antifungal agents'], ['bark', 'Diuretics'], ['bark', 'Hemagglutination'], ['bark', 'Leprosy'], ['bark', 'Spermatocidal agents'], ['fruit', 'Hair loss'], ['aerial part', 'Diuretics'], ['fruit', 'Anthelmintics'], ['fruit', 'Cathartics'], ['fruit', 'Dandruff'], ['fruit', 'Emetics'], ['fruit', 'Expectorants'], ['fruit', 'Hair diseases'], ['fruit', 'Histamine antagonists'], ['fruit', 'Insecticides'], ['fruit', 'Laxatives'], ['fruit', 'Lice infestations'], ['fruit', 'Antinematodal agents'], ['fruit', 'Vomiting'], ['leaf', 'Cathartics'], ['leaf', 'Jaundice'], ['None', 'Prurigo'], ['fruit', 'Skin diseases'], ['None', 'Laxatives'], ['None', 'Hemorrhage'], ['None', 'Expectorants'], ['None', 'Erysipelas'], ['None', 'Eczema'], ['None', 'Diuretics'], ['None', 'Antiemetics'], ['None', 'Anthelmintics'], ['None', 'Abscess'], ['whole plant', 'Hemagglutination'], ['whole plant', 'Diuretics'], ['whole plant', 'Cardiovascular system'], ['whole plant', 'Antifungal agents'], ['seed', 'Immunosuppressive agents'], ['seed', 'Hair diseases'], ['seed', 'Hair loss'], ['leaf', 'Vomiting'], ['leaf', 'Malaria'], ['leaf', 'Laxatives'], ['None', 'Urination disorders'], ['None', 'Leprosy'], ['None', 'Deobstruent'], ['None', 'Vitiligo']]",Plantae,Leguminosae,Angiosperms,,"Acacia sinuata, Acacial sinuata","Ayurveda, Siddha, Sowa Rigpa, Unani"
33,102,Acacia torta,Acacia torta,"[['None', 'Scorpion stings'], ['None', 'Antidotes'], ['whole plant', 'Apnea'], ['stem', 'Whooping cough'], ['bark', 'Headache'], ['bark', 'Whooping cough'], ['bark', 'Skin diseases'], ['None', 'Whooping cough'], ['bark', 'Cardiovascular system'], ['None', 'Cardiovascular system'], ['None', 'Bronchitis'], ['None', 'Measles'], ['None', 'Cough'], ['None', 'Menstruation disturbances'], ['None', 'Epilepsy'], ['leaf', 'Headache'], ['None', 'Fistula']]",Plantae,Leguminosae,Angiosperms,,Acacia torta,"Ayurveda, Siddha"
34,106,Acalypha australis,Acalypha australis,"[['whole plant', 'Dysentery'], ['whole plant', 'Cough'], ['leaf', 'Snake bites'], ['whole plant', 'Tuberculosis, lymph node'], ['whole plant', 'Epistaxis'], ['whole plant', 'Inflammation'], ['whole plant', 'Diarrhea'], ['whole plant', 'Dermatitis']]",Plantae,Euphorbiaceae,Angiosperms,Asian Copperleaf,Acalypha australis,
35,109,Acalypha fruticosa,Acalypha fruticosa,"[['root', 'Gonorrhea'], ['leaf', 'Abdominal pain'], ['leaf', 'Acne vulgaris'], ['leaf', 'Appetite stimulants'], ['leaf', 'Cholera'], ['leaf', 'Diarrhea'], ['leaf', 'Digestive system diseases'], ['leaf', 'Dyspepsia'], ['leaf', 'Endophthalmitis'], ['root', 'Abdominal pain'], ['root', 'Appetite stimulants'], ['root', 'Digestive system diseases'], ['root', 'Ulcer'], ['leaf', 'Colic']]",Plantae,Euphorbiaceae,Angiosperms,Birch-Leaved Cat Tail,"Acalypha fruticosa, Acalypha fruitcosa","Ayurveda, Siddha"
36,110,Acalypha hispida,Acalypha hispida,"[['flower', 'Diarrhea'], ['leaf', 'Antifungal agents'], ['leaf', 'Antiprotozoal agents'], ['leaf', 'Insecticides'], ['leaf', 'Ulcer'], ['seed', 'Ulcer'], ['stem', 'Insecticides']]",Plantae,Euphorbiaceae,Angiosperms,Cat's Tail,"Acalypha sanderi, Acalypha hispida",Siddha
37,111,Acalypha indica,Acalypha indica,"[['whole plant', 'Pneumonia'], ['leaf', 'Analgesics'], ['leaf', 'Anti-bacterial agents'], ['leaf', 'Antifungal agents'], ['leaf', 'Anti-infective agents, local'], ['leaf', 'Antirheumatic agents'], ['leaf', 'Appetite stimulants'], ['leaf', 'Arthritis'], ['leaf', 'Asthma'], ['flower', 'Diarrhea'], ['leaf', 'Bronchitis'], ['leaf', 'Cardiotonic agents'], ['leaf', 'Cathartics'], ['leaf', 'Cough'], ['leaf', 'Dyspnea'], ['leaf', 'Ear diseases'], ['leaf', 'Earache'], ['leaf', 'Emetics'], ['leaf', 'Expectorants'], ['leaf', 'Burns'], ['None', 'Bronchitis'], ['None', 'Cathartics'], ['None', 'Cough'], ['None', 'Tuberculosis, pulmonary'], ['None', 'Toothache'], ['None', 'Skin diseases'], ['None', 'Scabies'], ['None', 'Pressure ulcer'], ['None', 'Pneumonia'], ['None', 'Myiasis'], ['None', 'Jaundice'], ['None', 'Hemorrhage'], ['None', 'Hemoptysis'], ['None', 'Headache'], ['None', 'Gastrointestinal diseases'], ['None', 'Fractures, bone'], ['None', 'Expectorants'], ['None', 'Exanthema'], ['None', 'Emetics'], ['None', 'Emaciation'], ['None', 'Earache'], ['None', 'Diuretics'], ['leaf', 'Eye diseases'], ['leaf', 'Jugular veins'], ['leaf', 'Laxatives'], ['leaf', 'Myiasis'], ['stem', 'Insecticides'], ['whole plant', 'Anthelmintics'], ['whole plant', 'Antirheumatic agents'], ['whole plant', 'Arthritis'], ['whole plant', 'Asthma'], ['whole plant', 'Bronchitis'], ['whole plant', 'Cathartics'], ['whole plant', 'Common cold'], ['whole plant', 'Constipation'], ['whole plant', 'Contraceptive agents'], ['whole plant', 'Cough'], ['whole plant', 'Digestive system diseases'], ['whole plant', 'Diuretics'], ['whole plant', 'Earache'], ['whole plant', 'Emetics'], ['whole plant', 'Expectorants'], ['whole plant', 'Flatulence'], ['whole plant', 'Gastrointestinal diseases'], ['whole plant', 'Laxatives'], ['root', 'Ulcer'], ['whole plant', 'Toothache'], ['root', 'Snake bites'], ['root', 'Scorpion stings'], ['leaf', 'Nasal disease'], ['leaf', 'Pneumonia'], ['leaf', 'Pressure ulcer'], ['leaf', 'Respiratory sounds (Wheezing)'], ['leaf', 'Respiratory tract infections'], ['leaf', 'Scabies'], ['None', 'Asthma'], ['leaf', 'Snake bites'], ['leaf', 'Stomach ulcer'], ['leaf', 'Tuberculosis'], ['leaf', 'Ulcer'], ['whole plant', 'Tuberculosis, pulmonary'], ['leaf', 'Rheumatoid arthritis'], ['root', 'Bronchitis'], ['root', 'Cathartics'], ['root', 'Earache'], ['root', 'Laxatives'], ['root', 'Malaria'], ['root', 'Respiratory tract infections'], ['root', 'Skin diseases'], ['leaf', 'Wounds and injuries'], ['leaf', 'Skin diseases'], ['leaf', 'Skin diseases, infectious']]",Plantae,Euphorbiaceae,Angiosperms,Indian Copperleaf,"Acalypha indica, Acalyphia indica","Ayurveda, Homeopathy, Siddha"
38,116,Acalypha wilkesiana,Acalypha wilkesiana,"[['leaf', 'Anti-infective agents']]",Plantae,Euphorbiaceae,Angiosperms,Copperleaf green,Acalypha wilkesiana,
39,119,Acampe praemorsa,Acampe praemorsa,"[['None', 'Anti-bacterial agents'], ['leaf', 'Antirheumatic agents'], ['root', 'Antirheumatic agents'], ['leaf', 'General tonic for rejuvenation'], ['None', 'Antirheumatic agents'], ['None', 'Typhoid fever'], ['leaf', 'Fractures, bone']]",Plantae,Orchidaceae,Angiosperms,Wight's Acampe,"Saccolabium papillosum, Acampe praemorsa, Acampe papillosa, Acampe pramorsa, Acampe pragmorsa",Ayurveda
40,127,Acanthospermum hispidum,Acanthospermum hispidum,"[['fruit', 'Antipyretics'], ['fruit', 'Cough'], ['fruit', 'Eczema'], ['fruit', 'Hematuria'], ['fruit', 'Pneumonia'], ['leaf', 'Anti-bacterial agents'], ['fruit', 'Menstruation disturbances'], ['leaf', 'Fever'], ['whole plant', 'Dermatologic agents'], ['None', 'Anti-bacterial agents'], ['None', 'Antifungal agents'], ['None', 'Skin diseases'], ['leaf', 'Antifungal agents']]",Plantae,Compositae,Angiosperms,Bristly Starbur,Acanthospermum hispidum,Ayurveda
41,129,Acanthus ilicifolius,Acanthus ilicifolius,"[['root', 'Asthma'], ['leaf', 'Skin diseases'], ['leaf', 'Neuralgia'], ['leaf', 'Leishmaniasis'], ['leaf', 'Headache'], ['leaf', 'Biliary tract diseases'], ['leaf', 'Antiviral agents'], ['leaf', 'Antirheumatic agents'], ['flower', 'Antiviral agents'], ['aerial part', 'Diuretics'], ['aerial part', 'Anti-inflammatory agents'], ['None', 'Emollients'], ['None', 'Expectorants'], ['None', 'Leukorrhea'], ['None', 'Neuralgia'], ['None', 'Paralysis'], ['leaf', 'Snake bites'], ['root', 'Asthenia'], ['root', 'Antiviral agents'], ['None', 'Diuretics'], ['None', 'Cough'], ['None', 'Biliary tract diseases'], ['None', 'Asthma'], ['None', 'Asthenia'], ['None', 'Antirheumatic agents'], ['whole plant', 'Dyspepsia'], ['whole plant', 'Asthma'], ['whole plant', 'Anti-inflammatory agents'], ['whole plant', 'Analgesics'], ['shoot', 'Snake bites'], ['root', 'Toothache'], ['root', 'Paralysis'], ['root', 'Leukorrhea'], ['root', 'Expectorants'], ['None', 'Dyspepsia'], ['None', 'Edema']]",Plantae,Acanthaceae,Angiosperms,Sea Holly,"Acanthus ilicifolius, Acanthus ilictifolius, Acanthus licifolius","Ayurveda, Siddha"
42,132,Acca sellowiana,Acca sellowiana,"[['fruit', 'Thyrotoxicosis']]",Plantae,Myrtaceae,Angiosperms,Pineapple Guava,"Feijoa sellowiana, Acca sellowiana",
43,134,Acer caesium,Acer caesium,"[['wood', 'Skin diseases'], ['bark', 'Acne vulgaris'], ['wood', 'Wounds and injuries'], ['bark', 'Furunculosis'], ['bark', 'Inflammation']]",Plantae,Sapindaceae,Angiosperms,Bluish Grey Maple,Acer caesium,
44,141,Acer negundo,Acer negundo,"[['leaf', 'Sarcoma'], ['stem', 'Sarcoma'], ['None', 'Antineoplastic agents']]",Plantae,Sapindaceae,Angiosperms,Three-Leaved Maple,Acer negundo,
45,142,Acer oblongum,Acer oblongum,"[['None', 'Central nervous system diseases']]",Plantae,Sapindaceae,Angiosperms,Himalayan Maple,Acer oblongum,
46,150,Achillea millefolium,Achillea millefolium,"[['whole plant', 'Anti-bacterial agents'], ['whole plant', 'Anti-inflammatory agents'], ['whole plant', 'Antirheumatic agents'], ['whole plant', 'Colic'], ['whole plant', 'Burns'], ['whole plant', 'Common cold'], ['whole plant', 'Earache'], ['whole plant', 'Epilepsy'], ['whole plant', 'Epistaxis'], ['whole plant', 'Fever'], ['whole plant', 'Flatulence'], ['whole plant', 'Gastrointestinal agents'], ['whole plant', 'Heartburn'], ['whole plant', 'Astringents'], ['whole plant', 'Edema'], ['None', 'Liver diseases'], ['None', 'Skin diseases'], ['whole plant', 'Hemorrhage'], ['whole plant', 'Hemostatics'], ['whole plant', 'Hyperpigmentation'], ['whole plant', 'Whitlows'], ['whole plant', 'Hypotension'], ['whole plant', 'Hysteria'], ['whole plant', 'Menstruation disturbances'], ['whole plant', 'Menstruation-inducing agents'], ['whole plant', 'Mucus discharge'], ['whole plant', 'Hemoptysis'], ['whole plant', 'Parasympatholytics'], ['whole plant', 'General tonic for rejuvenation'], ['whole plant', 'Toothache'], ['None', 'Toothache'], ['whole plant', 'Diaphoretic'], ['None', 'Antipyretics'], ['None', 'Astringents'], ['None', 'Colic'], ['None', 'Common cold'], ['None', 'Dysentery'], ['None', 'Fever'], ['None', 'Gastritis'], ['None', 'Hemorrhoids'], ['None', 'Hyperhidrosis'], ['None', 'Malaria'], ['None', 'Mosquito control'], ['None', 'General tonic for rejuvenation'], ['whole plant', 'Hematuria'], ['None', 'Antineoplastic agents'], ['stem', 'Toothache'], ['leaf', 'Toothache'], ['stem', 'Parasympatholytics'], ['flower', 'Common cold'], ['flower', 'Fibrinolytic agents'], ['stem', 'Spasm'], ['flower', 'Eye pain'], ['stem', 'Anti-arrhythmia agents'], ['seed', 'Anthelmintics'], ['root', 'Dysentery'], ['leaf', 'Ear diseases'], ['flower', 'Liver diseases'], ['flower', 'Hemorrhoids'], ['flower', 'Antineoplastic agents'], ['flower', 'Anti-inflammatory agents'], ['aerial part', 'Hair diseases'], ['aerial part', 'Dermatitis, seborrheic'], ['aerial part', 'Anti-inflammatory agents'], ['aerial part', 'Anti-infective agents'], ['None', 'Diaphoretic']]",Plantae,Compositae,Angiosperms,Common Yarrow,"Achillea lanulosa, Achillea millefolium, Achillea milefolium","Homeopathy, Siddha, Unani"
47,153,Achyranthes aspera,Achyranthes aspera,"[['leaf', 'Antipyretics'], ['fruit', 'Anti-infective agents'], ['leaf', 'Abdominal pain'], ['fruit', 'Urinary tract infections'], ['fruit', 'Rabies'], ['fruit', 'Cough'], ['fruit', 'Bites and stings'], ['flower', 'Rabies'], ['leaf', 'Cataract'], ['flower', 'Cough'], ['bark', 'Hypolipidemic agents'], ['aerial part', 'Parasympatholytics'], ['leaf', 'Diarrhea'], ['leaf', 'Diuretics'], ['None', 'Depurative'], ['leaf', 'Asthma'], ['flower', 'Menorrhagia'], ['leaf', 'Bites and stings'], ['leaf', 'Furunculosis'], ['leaf', 'Breast diseases'], ['root', 'Cardiotonic agents'], ['leaf', 'Fever'], ['leaf', 'Eye drops'], ['leaf', 'Eye diseases'], ['leaf', 'Eczema'], ['leaf', 'Ear diseases'], ['leaf', 'Dysmenorrhea'], ['leaf', 'Dysentery'], ['leaf', 'Cough'], ['leaf', 'Central nervous system diseases'], ['leaf', 'Cardiovascular system'], ['leaf', 'Bronchitis'], ['leaf', 'Blister'], ['None', 'Wound healing'], ['None', 'Vomiting'], ['leaf', 'Toothache'], ['root', 'Burns'], ['root', 'Astringents'], ['root', 'Asthma'], ['root', 'Antipyretics'], ['root', 'Anti-infective agents, local'], ['root', 'Acne vulgaris'], ['root', 'Abdominal pain'], ['root', 'Abdominal neoplasms'], ['plant exudate', 'Tetanus'], ['leaf', 'Wounds and injuries'], ['None', 'Whooping cough'], ['None', 'Uterine hemorrhage'], ['leaf', 'Gonorrhea'], ['leaf', 'Hemorrhage'], ['leaf', 'Hepatomegaly'], ['root', 'Labor pain'], ['root', 'Kidney diseases'], ['root', 'Hypotension'], ['root', 'Hemostasis'], ['root', 'Hemorrhoids'], ['root', 'Hemorrhage'], ['root', 'Hematologic diseases'], ['root', 'Heart diseases'], ['root', 'Headache'], ['root', 'Hair diseases'], ['root', 'Galactogogues'], ['root', 'Flatulence'], ['root', 'Fistula'], ['root', 'Fever'], ['root', 'Disorder of ejaculation'], ['root', 'Leprosy'], ['root', 'Diuretics'], ['root', 'Liver diseases'], ['root', 'Malaria'], ['root', 'Stomach diseases'], ['root', 'Snake bites'], ['root', 'Scorpion stings'], ['root', 'Rickettsia'], ['root', 'Rabies'], ['root', 'Pruritus'], ['root', 'Postnatal care'], ['root', 'Periodontitis'], ['root', 'Periodontal diseases'], ['root', 'Pain'], ['root', 'Otitis media'], ['root', 'Neurotic disorders'], ['root', 'Neoplasms'], ['root', 'Migraine disorders'], ['root', 'Menstruation disturbances'], ['root', 'Lymphadenitis'], ['root', 'Digestive system diseases'], ['root', 'Diarrhea'], ['root', 'Dental caries'], ['leaf', 'Wasp sting'], ['leaf', 'Vitiligo'], ['leaf', 'Urination disorders'], ['leaf', 'Typhoid fever'], ['leaf', 'Snake bites'], ['leaf', 'Scorpion stings'], ['leaf', 'Rickettsia'], ['leaf', 'Menstruation disturbances'], ['leaf', 'Malaria'], ['leaf', 'Lung diseases'], ['leaf', 'Low back pain'], ['leaf', 'Leprosy'], ['leaf', 'Insect bites and stings'], ['leaf', 'Hyperhidrosis'], ['root', 'Deafness'], ['root', 'Dandruff'], ['root', 'Cough'], ['root', 'Corneal opacity'], ['root', 'Corneal diseases'], ['root', 'Contraceptive agents'], ['root', 'Constipation'], ['leaf', 'Hemorrhoids'], ['root', 'Colic'], ['root', 'Cataract'], ['whole plant', 'Abdominal pain'], ['stem', 'Wounds and injuries'], ['stem', 'Toothache'], ['stem', 'Snake bites'], ['stem', 'Scorpion stings'], ['stem', 'Periodontitis'], ['stem', 'Malaria'], ['whole plant', 'Colic'], ['stem', 'Lung diseases'], ['stem', 'Hemorrhoids'], ['stem', 'Eczema'], ['stem', 'Dysmenorrhea'], ['stem', 'Diuretics'], ['stem', 'Cough'], ['stem', 'Bronchitis'], ['whole plant', 'Allergens'], ['stem', 'Arthritis'], ['whole plant', 'Whooping cough'], ['whole plant', 'Anti-inflammatory agents'], ['None', 'Hypohidrosis'], ['None', 'Hemorrhoids'], ['None', 'Hematologic diseases'], ['None', 'Helminthiasis'], ['None', 'Heart diseases'], ['None', 'Headache'], ['None', 'Furunculosis'], ['None', 'Analgesics'], ['None', 'Ascites'], ['None', 'Abdominal pain'], ['stem', 'Periodontal diseases'], ['whole plant', 'Asthma'], ['whole plant', 'Ascites'], ['whole plant', 'Antipruritics'], ['whole plant', 'Anti-obesity agents'], ['whole plant', 'Anti-infective agents'], ['stem', 'Abortifacient agents'], ['shoot', 'Antifungal agents'], ['seed', 'Whooping cough'], ['whole plant', 'Uterine contraction'], ['whole plant', 'Vomiting'], ['whole plant', 'Hypoglycemic agents'], ['whole plant', 'Nephritis'], ['whole plant', 'Hemorrhoids'], ['whole plant', 'Heart diseases'], ['whole plant', 'Dysentery'], ['whole plant', 'Dyspepsia'], ['whole plant', 'Hemorrhage'], ['whole plant', 'Fistula'], ['whole plant', 'Gonorrhea'], ['whole plant', 'Graves ophthalmopathy'], ['whole plant', 'Edema'], ['whole plant', 'Helminthiasis'], ['whole plant', 'Hematologic diseases'], ['whole plant', 'Urinary bladder calculi'], ['whole plant', 'Tuberculosis, lymph node'], ['whole plant', 'Stomach diseases'], ['whole plant', 'Sleep initiation and maintenance disorders'], ['seed', 'Vomiting'], ['seed', 'Snake bites'], ['seed', 'Skin diseases'], ['whole plant', 'Bronchitis'], ['whole plant', 'Anemia'], ['whole plant', 'Cough'], ['whole plant', 'Hypercholesterolemia'], ['None', 'Infertility'], ['whole plant', 'Kidney calculi'], ['whole plant', 'Leprosy'], ['whole plant', 'Lymphadenitis'], ['whole plant', 'Diuretics'], ['whole plant', 'Pain'], ['whole plant', 'Pneumonia'], ['whole plant', 'Pruritus'], ['whole plant', 'Skin diseases'], ['whole plant', 'Laxatives'], ['None', 'Inflammation'], ['None', 'Urination disorders'], ['None', 'Cathartics'], ['None', 'Eye diseases'], ['None', 'Expectorants'], ['None', 'Exanthema'], ['seed', 'Scorpion stings'], ['None', 'Edema'], ['None', 'Dyspepsia'], ['None', 'Dysentery'], ['None', 'Diuretics'], ['None', 'Digestive system diseases'], ['None', 'Diarrhea'], ['None', 'Demulcents'], ['None', 'Cough'], ['None', 'Colic'], ['None', 'Central nervous system diseases'], ['None', 'Endophthalmitis'], ['None', 'Cardiovascular system'], ['seed', 'Nephritis'], ['root', 'Stomatitis, aphthous'], ['seed', 'Leprosy'], ['None', 'Fistula'], ['None', 'Cardiovascular diseases'], ['None', 'Cachexia'], ['None', 'Malaria'], ['None', 'Menstruation-inducing agents'], ['None', 'Neoplasms'], ['None', 'Nephritis'], ['None', 'Oxytocics'], ['None', 'Pneumonia'], ['None', 'Pregnancy complications'], ['None', 'Scabies'], ['None', 'Skin diseases'], ['None', 'Snake bites'], ['None', 'Tooth diseases'], ['None', 'Fractures, bone'], ['None', 'Tranquilizing agents'], ['None', 'Kidney diseases'], ['None', 'Urinary bladder calculi'], ['None', 'Lung diseases'], ['None', 'Liver diseases'], ['None', 'Leprosy'], ['None', 'Laxatives'], ['None', 'Bronchitis'], ['None', 'Atrophy'], ['None', 'Astringents'], ['None', 'Asthma'], ['None', 'Asthenia'], ['None', 'Appetite stimulants'], ['None', 'Antirheumatic agents'], ['None', 'Counterirritant'], ['None', 'Antipruritics'], ['None', 'Anti-bacterial agents'], ['None', 'Anthelmintics'], ['None', 'Anemia'], ['None', 'Fever'], ['None', 'Flatulence'], ['None', 'Abortifacient agents'], ['None', 'Syphilis'], ['None', 'Anti-inflammatory agents'], ['root', 'Syphilis'], ['root', 'Tooth diseases'], ['root', 'Tonsillitis'], ['seed', 'Gonorrhea'], ['seed', 'Hemorrhoids'], ['seed', 'Laxatives'], ['root', 'Whooping cough'], ['root', 'Vomiting'], ['root', 'Vitiligo'], ['root', 'Ulcer'], ['root', 'Toothache'], ['seed', 'Emetics'], ['seed', 'Diuretics'], ['seed', 'Diarrhea'], ['seed', 'Rabies'], ['seed', 'Cardiotonic agents'], ['root', 'Wound healing'], ['root', 'Wounds and injuries'], ['seed', 'Asthma'], ['seed', 'Astringents'], ['seed', 'Bites and stings'], ['seed', 'Bronchitis'], ['seed', 'Cathartics']]",Plantae,Amaranthaceae,Angiosperms,Prickly Chaff Flower,"Achyranthes aspera, Achyrathes aspara, Achyranthes asperd, Achyranthus aspera","Ayurveda, Homeopathy, Siddha, Sowa Rigpa, Unani"
