,Plant_Id,Scientific_Name,Family,Family_Hindi_Name),Species_Name,Common_Name,Habit,Habitat,Comments,Flower_Fruit,Distribution,Key_Feature
82,83,Acacia nilotica,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia nilotica subsp. tomentosa (Benth.) Brenan,,Tree,,,,,
83,84,Acacia pennata,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Senegalia pennata (L.) Maslin,Rusty Mimosa,Climbing shrub,"Mixed forests, Tropical moist deciduous forests",In foothills to 1200m. A ready colonizer.,May-February,"Andhra Pradesh, Karnataka, Kerala, Odisha, Tamil Nadu, Madhya Pradesh, Arunachal Pradesh, Bihar, Andaman and Nicobar Islands",Prickles stout
84,85,Acacia planifrons,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia planifrons Wight & Arn.,Umbrella Thorn Babool,Tree,Tropical dry deciduous forests,Occasional in scrub forest,January-April (WG),"Andhra Pradesh, Karnataka, Kerala, Tamil Nadu",Tree with a flat spreading Umbrella like crown. Flowering heads white.
85,86,Acacia podalyriifolia,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia podalyriifolia G.Don,,Tree,,Planted in the hills,,,Small tree
86,87,Acacia polyacantha,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia polyacantha Willd.,"White Cutch tree, White catechu",Tree,Tropical dry deciduous forests,In foothills to 900m. Bark used for tannin,February-October,"Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu","Bark white or greyish smooth peeling off in small papery flaks, marked at intervels by horizontal patches of darker colour; flowers white"
87,88,Acacia pruinescens,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia pruinescens Kurz,,Tree,,,,,
88,89,Acacia pruinosa,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia pruinosa Benth.,,Tree,,Planted in the gardens,,,
89,90,Acacia pseudointsia,FABACEAE(Pea Or Bean Family),PALASH FAMILY (पलाश फैमिली),"Senegalia pseudointsia (Miq.) Maslin, Seigler & Ebinger",,,,,,Andaman and Nicobar Islands,
90,91,Acacia pulchella,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia pulchella R.Br.,,Tree,,Planted in the gardens,,,
91,92,Acacia pycnantha,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia pycnantha Benth.,,Tree,,Planted in the hills,,,
92,93,Acacia raddiana,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Vachellia tortilis subsp. raddiana (Savi) Kyal. & Boatwr.,,Tree,,"Introduced; but quite naturalized in the area, particularly in West Rajasthan desert.",July-February,Rajasthan,
93,94,Acacia retinodes,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia retinodes Schltdl.,,Tree,,Planted in the hills,,,
94,95,Acacia richii,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia richii A.Gray,,Tree,,,,,
95,96,Acacia saligna,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia saligna (Labill.) Wendl.,,Shrub,Grown in the hills,Planted in the hills,,,Glabrous and glaucous
96,97,Acacia senegal,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia senegal (L.) Willd.,,Tree,,,,,
97,98,Acacia sinuata,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia sinuata (Lour.) Merr.,"Soap-Nut Acacia, Washing Pod Tree, Ritha, Soapnut acacia",Climbing shrub,Tropical moist deciduous forests,In foothills to 1200m.,January-June,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu","Very prickly, stout, Climbing shrub"
98,99,Acacia sphaerocephala,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia sphaerocephala Schltdl. & Cham.,,Tree,,,,,
99,100,Acacia thomsonii,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia thomsonii Maslin & M.W.McDonald,,Tree,,,,,
100,101,Acacia tomentosa,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia tomentosa Willd.,,Tree,,,May-June,"Andhra Pradesh, Karnataka, Odisha, Tamil Nadu",Gland below the lowest pair of pinnea on the petiole. Rachis ending in a short spine; spines large with broad-based. Corolla greenish white
101,102,Acacia torta,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),"Senegalia torta (Roxb.) Maslin, Seigler & Ebinger",,Rambling shrub,"Mixed, deciduous forests, also in the plains",In hills to 1000m.,Throughout the year,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu, Uttarakhand, Sikkim, Himachal Pradesh, Arunachal Pradesh, Meghalaya, Assam, Nagaland, Jammu and Kashmir, Mizoram, Manipur, Tripura",Large prickly Climbing shrub
102,103,Acacia verticillata,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia verticillata (L'Her.) Willd.,,Tree,,Planted in the gardens,,,
103,104,Acacia wightii,MIMOSACEAE(Pea Or Bean Family),BABOOL FAMILY (बबूल फैमिली),Acacia bolei R.P.Subhedar,,Tree,,,,Tamil Nadu,Spines large
104,105,Acalypha alnifolia,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha alnifolia Klein ex Willd.,,Undershrub,"Tropical moist deciduous forests, open deciduous forest, also in the plains along agriculture field borders","Often on foothills to 1200m, on dry slopes, on poor soil and fully exposed rocks.",Throughout the year,"Andhra Pradesh, Karnataka, Kerala, Odisha, Tamil Nadu",
105,106,Acalypha australis,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha australis L.,Asian Copperleaf,Herb,"Grasslands, slopes, cultivated areas, at altitudes of 100 - 1900 m.","It is widely cultivated, and also naturalized.",July-November,Uttarakhand,
106,107,Acalypha brachystachya,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha brachystachya Hornem.,,Herb,"Tropical semi-evergreen forests, margins of Shola","Often on hills above 1100m, in moist and shady places, especially on the floor of sholas.",October-February,"Karnataka, Kerala, Tamil Nadu",
107,108,Acalypha ciliata,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha ciliata Forssk.,,Herb,"Deciduous forests, in the plains",Occasional on foothills to scrub jungles.,Throughout the year,"Andhra Pradesh, Telangana, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu",
108,109,Acalypha fruticosa,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha fruticosa Forssk.,Birch leaved acalypha,Shrub,"Foothills of forests, Scrub forest",Often on foothills to scrub jungles up to 900m.,July-September,"Andhra Pradesh, Karnataka, Kerala, Tamil Nadu",
109,110,Acalypha hispida,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha hispida N. Burm.,"Cat's tail, Chenille plant, Red-hot cat's tail, Foxtail, Red Hot Poker",Shrub,Grown as ornamental plant,Brought to gardens from wild. Cultivated. This species often mistaken with A. wilkisana Müll.Arg. From which it differ with having uniform green leaves and pendulous spikes,Throughout the year,Andhra Pradesh,
110,111,Acalypha indica,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha indica L.,Indian Acalypha,Herb,"Tropical dry deciduous forests, also in the plains","Often in plains of moist places, river banks and in shade.",July-December,"Karnataka, Kerala, Lakshadweep",
111,112,Acalypha lanceolata,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha lanceolata Willd.,,Herb,Scrub Forests,,April-November,"Andhra Pradesh, Telangana, Karnataka, Kerala, Odisha, Tamil Nadu, Lakshadweep",Milky latex
112,113,Acalypha malabarica,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha malabarica Müll.Arg.,,Herb,Wasteland and roadsides,Occasional in moist shady places,August-November,"Karnataka, Kerala, Maharashtra",
113,114,Acalypha ovalifolia,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha filiformis var. ovalifolia (Baill.) Govaerts,,Herb,,,,"Karnataka, Tamil Nadu",
114,115,Acalypha paniculata,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha paniculata Miq.,,Herb,"Tropical semi-evergreen forests, deciduous forests","Often on hills above 300m, in moist and shady places, in village wasteland etc.",May-December,"Andhra Pradesh, Karnataka, Kerala, Odisha, Tamil Nadu",
115,116,Acalypha wilkesiana,EUPHORBIACEAE(Spurge Family),AMLA FAMILY (आँवला फैमिली),Acalypha wilkesiana Müll.Arg.,,Shrub,Grown as ornamental plant,Wildely cultivated as an ornamental.,,"Karnataka, Kerala",
116,117,Acampe carinata,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Acampe carinata (Griff.) Panigrahi,,Herb,,Epiphytic,September-March,Odisha,
117,118,Acampe ochracea,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Acampe ochracea (Lindl.) Hochr.,,Herb,"Tropical moist deciduous forests, Tropical semi-evergreen forests",Epiphytic,December-May,"Karnataka, Kerala, Maharashtra, Odisha",
118,119,Acampe praemorsa,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Acampe praemorsa (Roxb.) Blatt.& McCann.,"Acampe orchid, Brittle orchid",Herb,Tropical moist deciduous forests also in the plains,"Epiphytic. Occasional on hills above 1000m, on crevices of rocks in full sun.",April-December,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu",Robust herb
119,120,Acampe rigida,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Acampe rigida (Buch.-Ham. ex Sm.) P.F.Hunt,,Herb,Tropical semi-evergreen forests,Epiphytic very stout. Rare,May-November,"Kerala, Maharashtra, Odisha, Tamil Nadu",
120,121,Acanthephippium bicolor,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Acanthephippium bicolor Lindl.,,Herb,Tropical evergreen forests,"Rare along the fast flowing river banks in upper ghats; Often on hills above 1200m, on moist shola floor, in deep shade.",March-January,"Karnataka, Kerala, Tamil Nadu",Terrestrial Herb. Flowers yellow tipped or spotted with red.
121,122,Acanthephippium sylhetense,ORCHIDACEAE(Orchid Family),ORCHID FAMILY (ऑर्चिड फैमिली),Acanthephippium sylhetense Lindl.,,Herb,,Terrestrial,May-June,Odisha,Psuedobulbs large
122,123,Acanthopale jogensis,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Strobilanthes jogensis Gilli,,Herb,,,,Karnataka,
123,124,Acanthorhiza aculeata,ARECACEAE(Palm Family),NARIYAL FAMILY (नारियल फैमिली),Acanthorhiza aculeata (Liebm. ex Mart.) H.Wendl.,,Palm (Columnar),,Grown in gardens,September-December,Maharashtra,
124,125,Acanthospermum australe,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Acanthospermum australe (Loefl.) Kuntze,,Herb,,,,Karnataka,
125,126,Acanthospermum consobrinum,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Acanthospermum consobrinum S.F.Blake,,Herb,,,,Karnataka,
126,127,Acanthospermum hispidum,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Acanthospermum hispidum DC.,"Bristly Starbur, Horn Spine",Herb,Wastelands,"On plains, sometimes a gregarious weed of wasteland and an aggressive colonizer.",January-July,"Andhra Pradesh, Telangana, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu, Lakshadweep",
127,128,Acanthus ebracteatus,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Acanthus ebracteatus Vahl,,Shrub,Mangrove,,December-April,"Kerala, Andaman and Nicobar Islands",
128,129,Acanthus ilicifolius,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Acanthus ilicifolius L.,Holly-leaved Acanthus;  Holy mangrove.,Shrub,"Mangrove, marshy areas",Maritime marshes along the coast,November-July,"Andhra Pradesh, Karnataka, Kerala, Maharashtra, Odisha, Andaman and Nicobar Islands",
129,130,Acanthus mollis,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Acanthus mollis L.,,Herb,,,,,
130,131,Acanthus montanus,ACANTHACEAE(Acanthus Family),ARUSA FAMILY (अडूसा फैमिली),Acanthus montanus (Nees) T.Anderson,,Shrub,Grown as garden plant,Cultivated,December-March,Kerala,
131,132,Acca sellowiana,MYRTACEAE(Myrtle Family),JAMUN FAMILY (जामुन फैमिली),Acca sellowiana (O.Berg) Burret,,Shrub,,,,,
132,133,Acer acuminatum,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer acuminatum Wall. ex D.Don,Tapering Leaf Maple,Deciduous tree,Mixed forests in Himalayas; 2100-3100 m. altitude,,March-September,Uttarakhand,
133,134,Acer caesium,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer caesium Wall. ex Brandis,,Tree,Planted in hill stations,,,,
134,135,Acer campbellii,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer campbellii Hook.f. & Thomson ex Hiern,,,Mixed forests,The plant is harvested from the wild for its wood which is used locally and also traded. It is sometimes grown as an ornamental in gardens.,May-September,"Sikkim, West Bengal","A deciduous tree usually to 15 m, though up to 30 m. Bark green when young, turning grey to brown with age, smooth. Branchlets glabrous, purplish-red or greenish, bloomed or not, turning darker. Buds ovoid, with 4 pairs of scales. Nutlets ovoid. Flowering in May, with unfolding leaves"
135,136,Acer cappadocicum,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer cappadocicum Gled.,Cappadocian maple,Tree,"Oak and Pine forests, 2300 - 2700 m. altitude",Cappadocian maple is grown as an ornamental tree in Europe.,April-August,"Uttarakhand, Sikkim",
136,137,Acer caudatum,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer caudatum Wall.,Candle-shape maple,Tree,"In mossy Fir forests, 3350 - 4880 m. altitude",,May-June,"Uttarakhand, Sikkim, West Bengal",
137,138,Acer hookeri hookeri,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer sikkimense Miq.,Sikkim maple,Tree,Mixed forests,Also grows as an epiphyte.,March-September,West Bengal,"Trees to 20 m tall, andromonoecious. Bark black-gray. Branchlets brown, glabrous; winter buds ellipsoid, large, scales 4 pairs, glabrous. Fruit brownish when mature; nutlets flat; wing falcate, including nutlet 2-2.5 cm × ca. 8 mm, wings spreading obtusely, rarely horizontally."
138,139,Acer laevigatum,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer laevigatum Wall.,"Smooth maple, Nepal maple",Tree,"Himalayan forest, 1000 - 2130m.  altitude",Wood used in house-building and for making agricultural implements.,May-September,"Uttarakhand, West Bengal",
139,140,Acer laurinum,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer laurinum Hassk.,,Tree,,,October-December,Andhra Pradesh,Fruit is a double samra with large wings
140,141,Acer negundo,SAPINDACEAE(Soapberry Family),REETHA FAMILY (रीठा फैमिली),Acer negundo L.,,Tree,,Cultivated,,Maharashtra,
141,142,Acer oblongum,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer oblongum Wall. ex DC.,,Tree,Planted in hill stations,,,"Tamil Nadu, Uttarakhand",
142,143,Acer oblongum,ACERACEAE(Maple Family),PHARJANJ FAMILY,Name not found,,,,,,Uttarakhand,
143,144,Acer osmastonii,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer calcaratum Gagnep.,,Tree,Scattered by streams in rain forests; 1200-2400 m. altitude,,November-July,"Uttarakhand, West Bengal",
144,145,Acer pectinatum,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer pectinatum Wall. ex Brandis,,Tree,"Evergreen oak, cool broad-leaved, Hemlock and Fir forests, 2750 - 3350 m. altitude",A variable species in number and depth of leaf lobing.,April-September,"Uttarakhand, Sikkim, West Bengal",
145,146,Acer pentapomicum,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer pentapomicum J.L.Stewart,,Shrub or small tree,"Dry, open woodland at elevations from 600 - 2100 m. altitude",Wood is used for making farming implements.,March-April,Uttarakhand,
146,147,Acer pseudoplatanus,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer pseudoplatanus L.,,Tree,Planted in hill stations,,,,Deciduous tree
147,148,Acer sterculiaceum,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer sterculiaceum Wall.,"Franchet’s maple, Himalayan maple",Tree,"Cool broad-leaved forest, 1800 - 3100 m. altitude",,April-September,"Uttarakhand, Sikkim, West Bengal, Jammu and Kashmir",
148,149,Acer thomsonii,ACERACEAE(Maple Family),PHARJANJ FAMILY,Acer thomsonii Miq.,,Tree,"Cool and warm broad-leaved forest, 900 - 2440 m. altitude",,October-November,"Uttarakhand, Sikkim, West Bengal",
149,150,Achillea millefolium,ASTERACEAE(Composite Or Aster Or Sunflower Family),GENDA FAMILY (गेंदा फैमिली),Achillea millefolium L.,,Herb,,Along roadsides,August-September,"Kerala, Himachal Pradesh",
150,151,Achimenes hirsuta,GESNERIACEAE(Gesneria Family),CHARELA FAMILY,Unresolved name,,Herb,,,,,
151,152,Achimenes longiflora,GESNERIACEAE(Gesneria Family),CHARELA FAMILY,Achimenes longiflora DC.,,Herb,,,,Kerala,
152,153,Achyranthes aspera,AMARANTHACEAE(Amaranth Family),GARUNDI FAMILY (गरूण्डी फैमिली),Achyranthes aspera L.,"Devil's Horse Whip, Prickly Chaff Flower, Rough Chaff",Herb,,"Weed on road sides, waste places and foot hills also in plains",September-April,"Andhra Pradesh, Telangana, Karnataka, Kerala, Maharashtra, Odisha, Tamil Nadu, Lakshadweep",
153,154,Achyranthes aspera,AMARANTHACEAE(Amaranth Family),GARUNDI FAMILY (गरूण्डी फैमिली),Achyranthes aspera var. sicula L.,,Herb,,Rare along road cuttings and Semi wild areas,June-December,Andhra Pradesh,
154,155,Achyranthes aspera,AMARANTHACEAE(Amaranth Family),GARUNDI FAMILY (गरूण्डी फैमिली),Achyranthes aspera var. porphyristachya (Wall. ex Moq.) Hook.f.,,Herb,,"Rare, Moist deciduous forest",June-January,"Andhra Pradesh, Karnataka, Kerala",
