Plant_Id,Scientific_Name,Common_Name,Regional_Name,Category,Family,Light,Water,Primary_Grown_for,Flowering_Season,Foliage_Color,Height_or_Length,Spread_or_Width,Plant_Form,Lifespan,Special_Feature,Plant_Description,Growing_Tips,Image_Paths
260,Schefflera arboricola,"Schefflera Green, Hawaiian Elf, Dwarf Schefflera","Marathi - Schefflera, Brassia","Indoor Plants, Shrubs, Trees",Araliaceae or Arelia family,"Sun growing, Semi shade, Shade growing, Low light tolerant","Normal, Can tolerate less, Can tolerate more",Foliage,Flowers are inconspicuous,Green,4 to 6 meters,2 to 4 meters,"Spreading, Upright or Erect",,"Good for making bonsai, Good for Cut foliage, Good for screening, Good for Hedges and Borders, Evergreen trees, Suitable for road median planting, Suitable for avenue planting","A standard indoor plant with pretty shining and palm like leaves., Easy to maintain., A well shaped, freely branched plant., Leaves palmate, glossy green, arranged in a circle of 7-8, soft leathery obovate leaflets., Grow in pots, on moss sticks (it does not stick to the moss stick), in large tubs or the ground.","These plant tolerate low temperture of the subtropics as well as the high temperatues of the tropics., They prefer warm and dry location., Regular watering and feeding are needed at the time of its growing season from March to September., Plants will grow very well in full sunlight in coastal areas and areas with mild summers. In hot and dry areas they are best grown in semi shade to shade., Any well drained and fertile soils will do.","['Scraped_Images/260_Schefflera arboricola/Schefflera arboricola_0.jpg', 'Scraped_Images/260_Schefflera arboricola/Schefflera arboricola_1.jpg', 'Scraped_Images/260_Schefflera arboricola/Schefflera arboricola_2.jpg', 'Scraped_Images/260_Schefflera arboricola/Schefflera arboricola_3.jpg', 'Scraped_Images/260_Schefflera arboricola/Schefflera arboricola_4.jpg']"
263,Schefflera arboricola hicolor,"Schefflera Variegated, Schefflera Hicolor",Marathi - Schefflera Hicolor,"Indoor Plants, Groundcovers, Shrubs",Araliaceae or Arelia family,"Sun growing, Semi shade, Shade growing","Normal, Can tolerate more",Foliage,Flowers are inconspicuous,"Variegated, Green, Yellow",2 to 4 meters,2 to 4 meters,"Spreading, Upright or Erect",,"Good for making bonsai, Good for Cut foliage, Good for screening, Good for Hedges and Borders, Good for Edges ie very small hedge or border",A highly variegated form. There have been many variegated introductions but this is definitely the prettiest. The yellow variegation stand out. They grow to over 1.5 meters tall. Can be kept shorter.,"Plants require bright light for best growth., These plant tolerate low temperture of the subtropics., They prefer bright warm and dry location., Regular watering and feeding are needed at the time of its growing., Plants require well drained soils. Water stagnation will cause a leaf drop.",[]
264,Spathiphyllum wallisii petite,Dwarf Peace Lily,Marathi Spathiphyllum,"Indoor Plants, Groundcovers",Araceae or Alocasia family,"Semi shade, Shade growing, Low light tolerant","Normal, Can tolerate less, Can tolerate more",Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,Less than 50 cms,Less than 50 cms,"Spreading, Upright or Erect",,"Good for Hedges and Borders, Good for Edges ie very small hedge or border, NASA plant for Indoor pollution control","Petite as the name suggests is a dwarf cultivar., It is the worlds largest selling spathiphyllum., Spathes are green at first, then white, finally turning green again., Spathiphyllums are one of the most popular house plants. They are easy to grow and look good even without the flowers., Grows up to 30 cms tall., Leaves are shiny & glossy., Short, broad, dark green leaves.","Grow well in shade., Protection from wind excessive cold is required., Regular application of fertilizers is required during the warm months., Soil should be kept lightly moist, never wet., Flowers should be removed immediately as they fade off. This will initiate new ones quickly.","['Scraped_Images/264_Spathiphyllum wallisii petite/Spathiphyllum wallisii petite_0.jpg', 'Scraped_Images/264_Spathiphyllum wallisii petite/Spathiphyllum wallisii petite_1.jpg', 'Scraped_Images/264_Spathiphyllum wallisii petite/Spathiphyllum wallisii petite_2.jpg', 'Scraped_Images/264_Spathiphyllum wallisii petite/Spathiphyllum wallisii petite_3.jpg', 'Scraped_Images/264_Spathiphyllum wallisii petite/Spathiphyllum wallisii petite_4.jpg']"
266,Spathiphyllum cupido,Fragrant Peace Lily,Marathi - Spathiphyllum,"Indoor Plants, Groundcovers",Araceae or Alocasia family,"Semi shade, Shade growing","Normal, Can tolerate less, Can tolerate more",Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,50 cms to 100 cms,50 cms to 100 cms,"Spreading, Upright or Erect",,"Good for Hedges and Borders, NASA plant for Indoor pollution control","Spathiphyllums are one of the most popular house plants. They are easy to grow and look good even without the flowers., Grows up to 60 cms tall., Leaves are shiny & glossy., Short, broad, dark green leaves.","Grow well in shade., Protection from wind excessive cold is required., Regular application of fertilizers is required during the warm months., Soil should be kept lightly moist, never wet., Flowers should be removed immediately as they fade off. This will initiate new ones quickly.","['Scraped_Images/266_Spathiphyllum cupido/Spathiphyllum cupido_0.jpg', 'Scraped_Images/266_Spathiphyllum cupido/Spathiphyllum cupido_1.jpg', 'Scraped_Images/266_Spathiphyllum cupido/Spathiphyllum cupido_2.jpg', 'Scraped_Images/266_Spathiphyllum cupido/Spathiphyllum cupido_3.jpg', 'Scraped_Images/266_Spathiphyllum cupido/Spathiphyllum cupido_4.jpg']"
267,Spathiphyllum mauna loa,"Peace Lily - Large Flowers, White Sails, Mona Loa",Marathi - Motha Spathiphyllum,"Indoor Plants, Groundcovers",Araceae or Alocasia family,"Semi shade, Shade growing, Low light tolerant","Normal, Can tolerate less, Can tolerate more",Flowers,"Year-around flowering, Flowers in flushes throughout the year",Green,50 cms to 100 cms,50 cms to 100 cms,"Spreading, Upright or Erect",,"Good for Hedges and Borders, NASA plant for Indoor pollution control","Spathiphyllums are one of the most popular house plants. They are easy to grow and look good even without the flowers., This is a very large cultivar. The total plant can be over one meter across and tall., The flowers too are huge. They are sometimes larger than the palm., Leaves are shiny & glossy., Long, broad, dark green leaves.","Grows well in shade., Protection from wind excessive cold is required., Regular application of fertilizers is required during the warm months., Soil should be kept lightly moist, never wet., Flowers should be removed immediately as they fade off. This will initiate new ones quickly., Use a minimum of 30 cms pots.",['Scraped_Images/267_Spathiphyllum mauna loa/Spathiphyllum mauna loa_0.jpg']
269,"Chorisia speciosa, Ceiba speciosa","Chaurasia, Silk Floss, Maxican Silk Cotton Tree","Hindi - Maxican Semal, Marathi - Gulabi Savar",Trees,Bombacaceae or Silk Cotton Tree family,Sun growing,"Normal, Can tolerate less",Foliage,"September, October, November",Green,More than 12 meters,More than 12 meters,Upright or Erect,,"Thorny or Spiny, Quick growing trees, Suitable for avenue planting, Salt or salinity tolerant, Good on seaside","Originally from Brazil and Argentina, Deciduous tree with bottle shaped trunk 10-12 m tall., Toothed leaves that are palmate, Trunk covered with variable (some have more and some none) stout spines., After the flowers are finished seed pods develop that are packed with silky threads., This tree has been widely planted in north India. There has been some hybridization work done and white to yellow varieties have been developed. These are very difficult to come by., Plant needs to have better representation in the south., Flowers when there are not too many other trees flowering., Starts flowering when trees are 3 to 5 years old., Suitable for warm and moist localities., Grows well in dry regions aws well., Leaves fall in September-October. Plants are in full bloom in winter., Excellent for planting in parks and gardens., One of the finest flowering tree., It thrives in subtropical and frost free regions. Large well established trees can take the rare frost.","Planting the tree is good soil is important., Prepare pits well as you would for fruit plants like Mango or Sapota., Irrigate trees regularly in periods when the tree has leaves and is in active growth.","['Scraped_Images/269_Chorisia speciosa, Ceiba speciosa/Chorisia speciosa, Ceiba speciosa_0.jpg', 'Scraped_Images/269_Chorisia speciosa, Ceiba speciosa/Chorisia speciosa, Ceiba speciosa_1.jpg', 'Scraped_Images/269_Chorisia speciosa, Ceiba speciosa/Chorisia speciosa, Ceiba speciosa_2.jpg', 'Scraped_Images/269_Chorisia speciosa, Ceiba speciosa/Chorisia speciosa, Ceiba speciosa_3.jpg', 'Scraped_Images/269_Chorisia speciosa, Ceiba speciosa/Chorisia speciosa, Ceiba speciosa_4.jpg']"
270,Erythrina indica,Indian Coral Tree,"Marathi - Pangra, Hindi - Pangra, Pangara; Bengali - Palila, Mandar; Malayalam- Badisa, Telugu - Badisa; Gujarati - Panervo",Trees,Leguminosae or Fabaceae or Pea family,Sun growing,Normal,,"February, March",Green,6 to 8 meters,4 to 6 meters,Upright or Erect,,"Indigenous (native to India), Attracts birds, Attracts butterflies, Attracts bees, Thorny or Spiny, Quick growing trees, Suitable for avenue planting, Good on seaside","Often mistaken as the flame of the forest tree., Blooms at a similar time., The flower color of this tree is however more intense. The blooming profuse and effect similar., Commonly found all over India., It is a medium sized deciduous tree. It drops all its leaves in winter - only to emerge with its flamboyant orange flowers in spring. Leaves follow soon after., Young leaves and shoots are eaten as vegetable., Wood is used for making packing cases., In the past few years plants have been severely attacked by a sucking pest. The young leaves do not unfold. Affected plants look quite unsightly.","Plants grow quickly. They reach 6 meters in 3 to 4 years if given good soil and manure., Wood is soft and lightweight., The tree is not very strong., Suitable for mixed planting.","['Scraped_Images/270_Erythrina indica/Erythrina indica_0.jpg', 'Scraped_Images/270_Erythrina indica/Erythrina indica_1.jpg', 'Scraped_Images/270_Erythrina indica/Erythrina indica_2.jpg', 'Scraped_Images/270_Erythrina indica/Erythrina indica_3.jpg', 'Scraped_Images/270_Erythrina indica/Erythrina indica_4.jpg']"
271,Erythrina indica picta,"Pangara Variegated, Sunshine Tree, Samoan Sunshine Tree","Marathi - Pangra, Hindi - Pangra, Pangara; Bengali - Palila, Mandar; Malayalam- Badisa, Telugu - Badisa; Gujarati - Panervo","Trees, Shrubs",Leguminosae or Fabaceae or Pea family,"Sun growing, Semi shade, Shade growing",Normal,"Flowers, Foliage","February, March","Variegated, Green, Yellow",4 to 6 meters,2 to 4 meters,Upright or Erect,,"Indigenous (native to India), Attracts birds, Attracts butterflies, Attracts bees, Thorny or Spiny, Quick growing trees","The leaves of this variety are brightly marked with a yellow pattern., It is very similar in all other respects to the Erythrina indica. It however also is shorter growing, Often mistaken as the flame of the forest tree., Blooms at a similar time., The flower color of this tree is however more intense. The blooming profuse and effect similar., Commonly found all over India., It is a medium sized deciduous tree. It drops all its leaves in winter - only to emerge with its flamboyant orange flowers in spring. Leaves follow soon after., Young leaves and shoots are eaten as vegetable., Wood is used for making packing cases., In the past few years plants have been severely attacked by a sucking pest. The young leaves do not unfold. Affected plants look quite unsightly.","Plants grow quickly. They reach 3 to 4 meters in 3 to 4 years if given good soil and manure., Wood is soft and lightweight., The tree is not very strong., Suitable for mixed planting.","['Scraped_Images/271_Erythrina indica picta/Erythrina indica picta_0.jpg', 'Scraped_Images/271_Erythrina indica picta/Erythrina indica picta_1.jpg', 'Scraped_Images/271_Erythrina indica picta/Erythrina indica picta_2.jpg', 'Scraped_Images/271_Erythrina indica picta/Erythrina indica picta_3.jpg', 'Scraped_Images/271_Erythrina indica picta/Erythrina indica picta_4.jpg']"
272,"Erythrina indica alba, Indian coral tree","White Flowered Pangara, Mountain Ebony","Marathi - Pangra, Hindi - Pangra, Pangara; Bengali - Palila, Mandar; Malayalam- Badisa, Telugu - Badisa; Gujarati - Panervo","Trees, Shrubs",Leguminosae or Fabaceae or Pea family,Sun growing,Normal,,"January, February, November, December",Green,6 to 8 meters,4 to 6 meters,Upright or Erect,,"Indigenous (native to India), Rare Plant or difficult to get plant, Attracts birds, Attracts butterflies, Attracts bees, Thorny or Spiny, Recommended for creating shade, Quick growing trees, Good on seaside","A rare tree., Over 20 m tall., Deciduous flowering tree., In all other aspects it is very similar to the Erythrina indica","Soil fertile, very well drained., The tree grows under frost free condition both in the dry and moist regions. It grows better in the latter., Plants grow quickly. They reach 6 meters in 3 to 4 years if given good soil and manure., Wood is soft and lightweight., The tree is not very strong., Suitable for mixed planting.","['Scraped_Images/272_Erythrina indica alba, Indian coral tree/Erythrina indica alba, Indian coral tree_0.jpg', 'Scraped_Images/272_Erythrina indica alba, Indian coral tree/Erythrina indica alba, Indian coral tree_1.jpg', 'Scraped_Images/272_Erythrina indica alba, Indian coral tree/Erythrina indica alba, Indian coral tree_2.jpg', 'Scraped_Images/272_Erythrina indica alba, Indian coral tree/Erythrina indica alba, Indian coral tree_3.jpg', 'Scraped_Images/272_Erythrina indica alba, Indian coral tree/Erythrina indica alba, Indian coral tree_4.jpg']"
273,Eucalyptus species,"Rainbow Gum, Nilgiri","Marathi - Neelgiri, Hindi - Neelgiri, Kannada - Taila, Malayalam - Karpura Maram, Tamil - Karupuramaram, Telgu - Talanoppi",Trees,Myrtaceae or Jamun or Eucalyptus family,Sun growing,"Normal, Can tolerate less, Can tolerate more",,Flowers are inconspicuous,"Green, Blue Grey or Silver",More than 12 meters,4 to 6 meters,Upright or Erect,,"Fragrant flowers or leaves, Good for screening, Attracts bees, Recommended for creating shade, Quick growing trees, Suitable for avenue planting, Hanging or weeping growth habit, Salt or salinity tolerant","One of the most commonly planted trees for commercial use., For afforestation, as a wind break and for wood pulp and oil., Hardy tree will grow anywhere.","There are no tips required for planting this tree., Plant 6 to 8 feet apart.","['Scraped_Images/273_Eucalyptus species/Eucalyptus species_0.jpg', 'Scraped_Images/273_Eucalyptus species/Eucalyptus species_1.jpg', 'Scraped_Images/273_Eucalyptus species/Eucalyptus species_2.jpg', 'Scraped_Images/273_Eucalyptus species/Eucalyptus species_3.jpg', 'Scraped_Images/273_Eucalyptus species/Eucalyptus species_4.jpg']"
